Machine Type,Power Rating (kW),Utilization Rate (%),Production Volume,Batch Size,Shift Timing,Ambient Temperature (°C),Production Time (min),Energy Consumption (kWh)
Packaging,38.85878151485949,92.5734974604238,1043,107,Day,28.546974638337975,126.67411549906623,72.00407696787404
Assembly,32.013459910477664,79.50124346077897,1885,269,Evening,22.303660867111283,326.15836489389415,139.15442779568687
Assembly,41.445216898487274,99.40921145478745,946,67,Day,25.75889596003763,89.41791185979007,57.33880654680032
Molding,25.567471332352543,36.31511507105985,1581,477,Day,19.974892997308714,1125.164788120201,165.39102005980283
Assembly,17.356482049313,68.19735610855922,3215,139,Night,17.63836356613728,207.15062657844507,41.86454208979709
Molding,14.588000821908965,77.94963058533104,1486,379,Day,24.27930695182614,622.2316258662596,118.93552672823904
Assembly,32.93254978286088,79.18513042583615,2305,226,Day,20.62033352414461,303.9107580939942,135.40645756292403
Molding,45.052776992423766,85.54392307409279,1380,93,Night,31.612130817232103,222.0139501810245,142.9666836340603
Molding,27.655186421729358,94.23382315695682,1698,252,Day,31.55548349609244,441.47199085685554,191.83842861369283
Molding,41.452040873082076,55.314901193198025,2082,159,Night,19.72219822147703,246.11471447760755,92.66140383478981
Molding,14.503547080959802,33.00743749653451,412,471,Evening,24.57887429941936,1033.1050231431161,90.02730289407522
Packaging,13.971733851872145,55.37093401366708,3959,242,Night,32.9379772575399,248.67545250305392,19.09357743864802
Packaging,38.07019089033993,77.01303343710644,2264,386,Evening,26.89229143335857,453.43686663349365,227.2088628954425
Assembly,24.722788208691952,44.941926113355045,1799,177,Day,24.694054175627855,203.95024081613934,33.80053735115578
Molding,44.224033492944265,86.69810660910973,3168,59,Day,22.557927374283693,96.17071154243496,61.612752506807915
Molding,51.92261377343606,45.383512040598156,1878,368,Night,26.418999324138678,773.2301218423312,301.92309177881793
Molding,52.92587699885361,30.704438166612135,4369,143,Night,27.75370050655139,310.5263632807869,83.65458515677881
Molding,20.264046982293642,65.56565419565055,3802,351,Day,24.147570808663176,598.9532121149659,134.8958435819864
Packaging,29.45142289405386,80.8523099982534,848,274,Night,32.85293388227356,247.23243579484105,104.2943860022026
Molding,47.22848273435935,54.475873837578376,1907,307,Night,29.11620238393649,729.075298070117,311.9205812356969
Molding,49.1510686208117,82.42270596757507,1633,419,Day,30.858195265394514,729.187145641816,489.06188158658875
Molding,49.66444707498613,60.68830338847057,3896,453,Day,27.380200999161318,1076.0776074322116,542.2816955380351
Molding,22.952032050268055,42.02002321147148,2381,273,Day,25.398858853244583,488.26559934237673,84.25351438397284
Assembly,17.701392708950934,36.339087565926846,3522,308,Night,28.70639113148545,384.90764653244383,35.60350328207277
Assembly,33.600498730947834,79.74110154351432,2309,85,Evening,29.133459136715096,107.47954239077535,59.78268998513711
Molding,47.57211829143454,57.00003513220145,3762,310,Night,22.20568171443176,698.6044441806088,320.54891898269375
Molding,27.31869674564128,93.89416375466392,2838,325,Day,23.66353321449813,598.1493208491856,255.40945423515993
Molding,17.025847529396234,67.81785410017648,391,308,Night,22.751699403579714,504.83656400724817,101.25396074053012
Molding,46.40382637968372,54.390269275449185,4322,308,Evening,32.72368190770112,507.80775261873026,214.60307237754017
Molding,26.385495906240216,54.42936488928062,2840,405,Day,31.80156253805893,674.1751058812754,164.6371219743853
Packaging,16.654508972468875,39.20065051168544,2050,375,Evening,27.875785615153504,347.9475920899562,41.30704378223104
Assembly,15.908941135885266,71.56524075124096,2535,277,Night,35.714993625276556,352.2282706825911,68.33551362521757
Assembly,22.596381901068654,70.75169947872254,2927,137,Day,22.00837330664652,167.07356553084048,45.77630265537331
Assembly,33.70712263654982,85.99955843555455,280,433,Evening,28.14513148609941,599.315607628357,288.84599737956574
Assembly,24.336089547752664,44.083787372695326,1270,352,Evening,20.010111854825293,390.12905287847224,68.77532178975294
Assembly,10.826474063737264,50.355274973307914,2843,151,Evening,19.59455848329789,168.25450758937694,9.732468067441133
Assembly,13.876337387112443,36.80665783669072,1235,342,Evening,18.911406036056114,500.34330702216437,32.1406735938965
Packaging,21.620129887944763,50.67395415882347,1810,57,Night,16.100605512366634,63.78074970384291,10.921175454971955
Molding,43.66581514306041,59.96714810280805,2444,151,Night,24.194791749298467,299.6762824727557,127.98325756812517
Assembly,13.940602938741353,97.48198841677886,4886,162,Evening,24.43258380225132,221.95855744003123,54.934019881994296
Assembly,32.426274140027274,75.71462020124393,4757,257,Night,31.405261757396005,324.5066291654348,133.21572900693909
Packaging,14.79543483296017,84.80117508454367,4074,412,Day,24.957199944228602,429.6445596821695,95.64709217251527
Assembly,18.46461309397526,52.78569196543431,3603,434,Day,24.811158445029925,574.0657885506794,89.38952181837163
Assembly,16.88754110223051,40.11589689656675,4050,94,Night,33.62529098428296,104.38014420268115,10.143019832940594
Molding,15.226974507398904,47.97039593393309,2458,59,Day,30.035181083315496,100.37658630489068,15.193354600130977
Assembly,36.85319269546361,47.95273836995248,489,391,Day,24.969084013652367,446.4347271432321,141.7076105474884
Molding,34.24337027452966,70.81807298053991,3158,281,Day,20.37383333926431,486.54273397111814,198.84802675970766
Molding,51.89056516307223,53.902979271852004,4725,282,Day,18.73047410424165,638.6423136364563,289.17576489182596
Molding,16.746760319151214,90.01792050332952,258,476,Evening,23.652750751873878,1073.640524312843,271.7179268820835
Assembly,15.78931733352289,99.19811634655485,1779,392,Night,33.967796920696685,425.47031989204453,109.50198183692262
Molding,26.709971104821626,54.030888368441396,3650,218,Day,19.471605072303923,331.3091486242122,79.52221702950416
Molding,48.76156737306279,79.35421915809076,329,317,Day,15.05413950855193,641.2412639407077,413.4181327316514
Packaging,22.23035292622795,76.02406073442582,1825,286,Night,17.512370831191568,325.09512660552286,96.47235233698258
Molding,31.604097959937242,43.61237414125971,3508,313,Evening,24.08173428265412,555.1183939940365,130.67663562955272
Assembly,22.064142651886584,94.26060163744438,4887,429,Night,26.718974489602406,447.5319187716771,155.3752383455303
Assembly,13.208971672041198,43.96098110318809,4328,350,Night,31.296425282067027,461.34991768627026,43.26201612886423
Molding,57.092813899016996,81.58699921687892,1780,137,Night,30.94486202934191,305.2831311891516,243.80747847786404
Packaging,31.941559682847554,54.33267495920187,1395,434,Day,21.299054165584938,370.5342495141271,108.91183385632309
Molding,49.81599303290384,55.69570969062799,2680,203,Day,23.722109124377496,323.22629859046134,143.17742944665758
Assembly,36.33428368741184,61.88143370222723,3976,391,Night,28.836539096633036,441.04990828363856,163.997628195284
Assembly,30.570171162479003,90.51555846385978,3084,156,Evening,23.444737075792325,200.60126768509062,100.50776093295556
Assembly,13.587130266375205,39.81763590578485,1923,266,Evening,20.468046558286037,266.7576316168605,29.73907437586192
Assembly,35.70934181081218,33.81987044843277,2428,208,Evening,21.74262790023803,263.75203598367636,50.1790667039115
Molding,19.45777708496794,58.1428573239647,458,361,Evening,32.547938251736745,720.4583937360565,132.61568600501116
Molding,31.890392129101276,33.890956939946165,1112,403,Day,21.3897813246553,895.248839917598,162.6091092401247
Packaging,35.16452573921721,78.13206181402083,2994,86,Evening,19.80786319056344,82.11113441484852,32.86179699931057
Assembly,41.289160018884935,83.22275525190493,2795,437,Day,26.78389436243989,585.4857457160566,337.1826796079035
Packaging,37.401807028344784,89.82986763272812,4196,121,Day,26.151992909982376,129.67539066337204,68.7606413043671
Packaging,36.861341162185155,82.06895718385178,4141,170,Evening,16.265524530335952,160.00429842481736,86.05227420218128
Packaging,15.9616883670083,94.14459755848755,2462,221,Evening,28.643715801209623,180.78322938462878,42.12684461611147
Assembly,23.845141602863514,82.38107859062555,1369,276,Evening,23.624898619800554,298.09997264951295,96.4309348010582
Molding,14.05978908768932,95.52529479148811,1363,266,Evening,33.42990897626788,542.2160203488452,121.87077116121401
Packaging,38.77907572705858,43.51775559465542,3443,144,Evening,22.233378762141196,138.40134734999322,35.91271388988694
Assembly,48.10343925269677,64.99041930074111,947,226,Evening,26.17023931910115,268.02462472800585,138.06938357679977
Molding,24.677298728595638,99.57514197934361,4984,136,Day,28.914258816292918,328.13212266409545,137.8636645842452
Packaging,13.507868366492373,77.71047277799009,2461,473,Evening,28.479803668710826,535.2363823378346,88.09531235182556
Packaging,29.022803070146143,91.50487825924802,3740,151,Evening,21.852949391505202,121.95132323602101,54.98040860792941
Assembly,44.26792892510275,32.127565568299865,2286,373,Evening,19.79381618011021,496.0528136293124,119.56525543779205
Molding,38.49476137304543,91.02305289979061,597,405,Day,27.426605234389335,920.5474823283289,538.1993947576852
Molding,14.245303209125439,78.83992642004684,2268,176,Night,24.48741233294454,402.9118427926167,77.27527863063365
Packaging,48.97088962111784,41.95288037913974,2511,443,Evening,31.087053013490326,403.08667378135715,127.46418541151924
Packaging,43.145996398504025,31.79766694965176,1621,119,Day,26.958185437975555,116.86377977235522,24.44876557290909
Molding,18.31651569847249,48.1948604687957,4356,272,Night,27.68897242208077,585.5647664208041,76.86209764543004
Molding,56.24629231216842,94.10413512949391,763,309,Night,20.18926602604778,735.7408334849406,657.5706999821865
Packaging,28.027531544207545,76.76930570902005,1066,326,Day,29.65005515115437,387.9468075245909,136.72065437733247
Molding,29.851103547597177,94.3628372998327,649,347,Night,30.65404746333244,624.1904444427698,294.917808979554
Assembly,28.44213322108753,61.23055477459816,1173,133,Evening,25.930072207767317,136.80758469643564,41.30428906395281
Packaging,43.382878274837886,95.56389666646687,4942,421,Day,23.762163325971418,451.48500993204567,308.1604654502606
Molding,43.65502455776572,62.4071870811504,2236,183,Evening,26.330956180268846,295.3910168118832,130.09409564105022
Assembly,12.369938095989102,44.29783070928342,992,304,Evening,20.325192811577743,428.2311619112449,40.8127093783334
Molding,57.9650098135762,40.597542492911316,2868,60,Night,13.485345550438552,127.08476543630556,49.832089767747
Molding,19.093638406959254,99.5668269124531,1348,259,Night,10.951768739480372,416.88467886685356,132.86772390611767
Packaging,39.822718069414044,53.37038630321996,2533,424,Evening,18.625341507582917,491.6690046431036,173.7160388427887
Assembly,35.44546121712524,41.20371177223114,1290,122,Evening,23.248671914796176,162.53508625737302,29.279244464598538
Packaging,17.501121917862434,30.588590162352652,1837,189,Day,32.1765339522075,216.05539987569023,7.868954942089639
Assembly,16.829283044521986,49.98986965707357,753,336,Day,25.28632981999622,502.3377006779755,71.63134417432691
Molding,53.775724497825216,92.23813005217772,436,208,Day,28.121757169085278,442.4363249788555,371.4948001321533
Molding,32.14535632798066,67.38065244741111,4785,220,Day,24.567552209955583,354.2495024224105,130.64722818317028
Molding,43.419672680358644,74.27045360674686,534,235,Day,21.637106095057863,379.10114173305215,195.56351178055164
Molding,36.195408185120314,94.56737727233731,1371,99,Day,23.126510467352144,149.5283501658594,76.21371111826417
Molding,46.91296881964606,65.89879426749204,4682,296,Night,21.36502091194254,637.5910303746726,337.28859484560627
Molding,35.00363400188786,88.67958920968303,1931,403,Evening,19.563793261469097,979.7996727090654,512.2317893842887
Assembly,21.495196610222735,52.668329465344755,1600,257,Night,28.50326359250261,284.28910138380775,47.32638555709383
Packaging,24.535334839859857,98.3971303988854,2256,90,Day,23.69830379223682,107.73281342085829,45.83274251538363
Assembly,44.363107778013706,35.516971145871665,1867,161,Night,20.575667758293687,198.99089648456834,58.100535068972746
Packaging,28.72138771690908,80.73806678592852,4738,253,Day,25.88998454746967,222.64589616640248,92.01470845883979
Molding,22.245567947741247,76.23964007322061,904,418,Day,29.56016190795791,814.0274652139366,230.86141225217457
Molding,56.861058627708154,43.417005409557184,2092,469,Day,20.70110664257155,980.1066942641289,391.30742681868315
Assembly,41.86401825993508,57.21907991925752,4878,254,Day,29.91336406438789,281.5181946161167,105.29868357168998
Assembly,12.226645842247965,51.89803817439045,3280,221,Day,25.731657516981006,228.70547358636378,18.70382711243264
Molding,59.949262175064845,36.61450078327468,2411,176,Evening,29.730822036967883,358.3144894333324,138.46625350086373
Packaging,37.79706785760409,70.93516160655889,4485,115,Day,31.722275721609908,96.82617931210329,46.55987390702401
Packaging,16.410663961623477,99.55688918956159,4340,418,Night,18.667300064880962,365.58341958819875,98.57890008807907
Assembly,19.48670725194386,69.17116987373726,628,320,Day,17.126474786915967,430.5814050622952,97.40647611051604
Molding,45.23738309959425,68.16819348155533,2485,83,Night,21.71109104864449,183.1366720732637,91.23422395498567
Packaging,41.19044221116488,32.82195951481838,1688,247,Night,23.103538127239773,210.2474585003111,54.444151581572775
Assembly,19.561437725992246,39.74541563545833,4082,93,Evening,26.289771402916067,116.6724078927935,17.839192195147465
Packaging,20.278754155970834,65.92533623715826,1744,302,Day,26.608414467857745,352.0630920891945,71.17760301737414
Packaging,22.284827794882432,98.962499492885,1692,210,Night,35.3806238728174,233.84493703326484,89.73617183650691
Packaging,33.92073459346547,91.36254148233013,3831,384,Evening,14.308852230077989,325.5341771729761,157.85321669802417
Assembly,16.87264713205108,53.814638496121724,3708,404,Evening,25.920885338259936,408.8888785238709,54.82465347402346
Molding,17.00367354646932,68.01029779596892,177,397,Day,29.69594584299228,657.1423410621395,123.91721005523179
Assembly,37.15456356342054,68.68915555778958,4294,411,Evening,19.44807672406595,515.3418834999775,222.09654775946805
Assembly,41.1639175917268,77.97524289335283,2793,439,Evening,22.79314833557694,535.7499349715283,280.0189623985699
Packaging,30.037176176660218,78.14474288673969,1438,167,Evening,31.03086207939922,165.5586944033253,61.16814874218799
Molding,29.463970092882498,85.28547418701817,3394,345,Night,17.350024629784222,804.4081943345682,331.1813811345947
Molding,32.73805024927086,31.747971738777768,3123,311,Night,27.44059817448269,764.1194426264377,132.75966942196652
Packaging,25.536313354878075,96.0576133446212,2920,124,Night,31.879371231875552,136.06157322590673,59.89452864606977
Packaging,48.39939632950701,34.90434321924726,4974,63,Night,14.537849353439924,62.931371025719116,16.002863168167647
Packaging,40.72359620876561,63.331207803385794,4025,428,Night,22.19853707940959,365.2193599278669,159.86388667562477
Packaging,18.32348859400441,94.37054934513299,2187,54,Evening,33.19194489785319,59.66537016164869,16.047961419662258
Assembly,25.367566082159204,64.13681804617559,4671,350,Day,27.576890309164842,390.08769559743,116.21207415435862
Assembly,31.760491654524394,34.454578396318176,1237,236,Evening,26.262016698578723,306.94582091992936,51.5519827999162
Packaging,34.51943448254754,46.04680138683574,778,250,Evening,29.777703084049577,214.75001683832838,51.670965531446406
Assembly,28.727355841150683,70.50667287578959,4727,348,Evening,19.59851388244047,370.27388270793307,123.58107546568365
Assembly,42.405065400478364,36.15031325292784,329,486,Day,22.913095364257842,723.8301331847924,187.62037347746966
Molding,48.845088933995115,59.657455171210756,2928,300,Night,24.053127476157883,566.4243983011983,273.8406592876325
Assembly,30.20631674512667,53.03652863339834,2223,204,Day,26.197494948157505,210.87864225023867,48.54825053738701
Packaging,44.177175471269216,87.06453394769676,2412,425,Night,22.53090430663721,410.6180628354762,258.09449618536604
Molding,48.05229746123452,37.709235683481445,3432,246,Night,15.484103408960676,430.5266859586937,132.09539592239807
Molding,49.371928738590874,77.79589151111503,1492,118,Night,27.21242988032423,227.78047762536812,147.02089489995456
Molding,57.907237412803994,58.461234961313636,3835,97,Day,21.044363412090654,227.73009922164076,123.77414894495618
Molding,24.790413178041725,71.142547633063,2124,298,Day,26.015689598048436,614.9379229008866,182.29309337341834
Molding,24.84711179360876,44.387224034438134,4277,281,Night,25.271874704664153,568.8832576372538,109.84693251059645
Assembly,45.558090227625605,72.67925793331378,1760,160,Evening,21.721538750623992,227.92623498004576,124.42729804244571
Packaging,40.88905493542718,77.1784409191279,329,378,Evening,20.790442816953394,325.555762516826,171.46108863674098
Assembly,47.0618216574251,34.91620952627545,2793,416,Night,35.545145293596924,621.8454308972653,169.9680836035368
Molding,15.030247695573745,87.70409873080558,1721,330,Evening,32.98273524944605,500.1483902383016,118.52769501128165
Molding,42.132339708556636,90.28778790217689,1678,185,Day,24.91181427447398,450.95912557281184,281.03643310126824
Assembly,15.785133524937898,34.44878389779563,3887,127,Evening,29.906674246451274,130.85249662939714,16.11641015650001
Molding,36.187065518043966,72.22312416681001,380,280,Evening,28.020859639362623,509.4777841254404,232.00837204307138
Packaging,16.22987727413777,71.58080478805589,2615,304,Day,28.82448824443786,250.80697349224474,57.3546277356169
Assembly,15.12314035939517,30.872088830791032,4725,209,Day,25.69729577790547,258.0089533389695,12.948358175790702
Packaging,10.486733815281326,53.96424897691659,2555,110,Day,29.258693122188713,93.58953812161128,15.823102698064654
Molding,42.25146299437941,97.82480478996233,4418,136,Night,30.20679931404051,245.81669536038288,168.6415835680933
Assembly,24.360904667603442,68.88155265881201,868,50,Day,29.549538038692347,58.975873666344725,20.878761572179002
Molding,17.04903767419064,95.32482619190536,3186,160,Evening,15.393343561663537,372.2901638317691,103.34057790654101
Packaging,22.913511109252394,77.29512451141687,645,208,Day,25.26564407272102,218.88779930480817,68.04707276704168
Assembly,16.757763658063396,31.98733627562935,3351,448,Night,34.66760271587104,669.1512556488628,54.87138486505175
Molding,57.20135191207965,35.43992386338744,4346,283,Day,28.652332999611712,471.2535272372837,163.10328880141412
Molding,27.36023451654471,80.55252687571961,4962,119,Day,19.500843179332605,296.19528154247257,108.28096830099895
Molding,28.029769117890712,68.81974532583135,113,449,Evening,16.70221643851454,773.5306151086481,244.4382428004227
Assembly,43.59432013598342,38.900616521991296,1501,413,Day,25.50530626798049,447.12139421908677,123.8233905791184
Molding,43.092276541728204,72.98438748475314,2354,130,Day,14.475956194341528,225.529077657716,120.47105938494644
Assembly,38.406864296120055,86.72011523977373,2766,251,Night,26.860462364079233,271.45276693162526,151.09495340017435
Molding,42.52808659147011,82.70877010928284,2882,142,Evening,24.760585656643826,249.92700850008998,150.85248275047303
Assembly,47.847851357942616,47.231372202244685,4975,411,Day,21.249552863785734,447.00409614061533,168.0110776814052
Packaging,18.28003326232181,48.073647665923076,1198,121,Evening,31.413638691329382,142.86244556194606,17.79820317298201
Packaging,49.561569670231826,97.74864635714796,3304,106,Night,23.823005561291872,110.6511391737992,86.79470006857191
Packaging,43.23824710226053,92.11833615069014,530,60,Evening,20.940106988415423,68.15686540179415,35.53962577819158
Molding,40.27068426606443,52.283612010161036,894,195,Evening,30.691350279287413,467.7816164905368,156.170379163991
Molding,43.79383797101995,87.68381427683059,4066,478,Evening,26.39012710804771,748.5739903432647,486.9190571515057
Assembly,35.95303506002456,41.32169708127818,3607,197,Evening,22.865589685443503,289.5640450407954,69.48824707191514
Molding,14.803018754839387,43.77887709285951,307,257,Day,17.75644200478468,400.88630039059774,47.39951628827823
Assembly,18.720659941277546,42.68372376917417,2251,140,Night,24.282200133435673,209.59911432839286,36.901527713191186
Molding,58.15060245718796,36.140454250946064,2611,136,Night,20.358889483440507,331.559381237618,109.21865196533021
Molding,37.6494925852502,89.82746813129488,4665,447,Evening,28.618203641043714,755.2210215869057,423.9473941303335
Molding,30.160972956571776,70.51648287432027,679,158,Night,17.6585512327702,388.9097153178354,132.93039060723257
Packaging,40.481538535563004,48.1269264745757,4445,332,Evening,30.724708896263458,279.6562330974521,87.71397928872419
Molding,37.176909247478854,89.40585229093159,4798,254,Day,30.94701273831685,577.7798579762915,319.7467891473379
Assembly,10.526510857275904,86.18527315749742,2930,146,Evening,24.148903580771766,211.72955402748917,25.14673548795593
Molding,47.339404642325654,37.06660626894289,4598,314,Day,28.91319629497685,540.7035630874525,149.68196133277075
Assembly,39.28870240211445,75.08975616144804,2866,318,Day,30.306687907896666,469.1483911335408,232.9039561778548
Molding,19.92713818127877,80.52835210680394,3088,478,Evening,21.330729533264503,738.0764073934513,197.88776591367815
Packaging,48.26640353696853,80.10791358901747,4205,313,Evening,27.615341318692664,368.48246635220244,239.74111967587618
Packaging,18.956325261644572,80.61998954977562,1733,163,Day,28.939564197782957,153.39000394756587,41.07332192934514
Molding,33.97196963434556,41.86204499543261,4194,361,Evening,21.415635103716777,692.9111505127142,160.2206228396837
Packaging,14.589438450436587,52.056051798813854,1620,268,Night,30.173253574063374,242.58726177165573,28.100387923083304
Packaging,34.131292778023536,89.09249559531237,3581,282,Evening,27.78743682969808,247.93440641771915,118.53065032560065
Packaging,25.0180448022885,92.88742251592848,3448,146,Day,30.192491336219096,139.28244545466305,47.833527023151575
Packaging,24.12693848838822,49.54322205954092,195,56,Evening,28.378376501318815,50.707381874476745,13.433725494917766
Molding,51.69489010660546,31.611366132442672,3984,126,Night,31.292607075322742,230.2253006391236,67.3995199843291
Assembly,10.38246851401913,90.18368630162757,3610,177,Day,26.642910012955006,258.364968689683,40.64909360534762
Molding,50.30144500283628,56.39642864775578,1631,448,Day,22.568843981020315,701.5835866011871,329.67560340812787
Molding,39.429531155907775,53.062448917195546,4975,233,Night,24.00735045520889,453.0421986221097,159.81631475906482
Packaging,49.443940539207965,54.289977578203796,714,153,Evening,22.774383630945355,161.8283438338591,74.89058723789037
Molding,40.29327458900395,59.0987496777349,3586,133,Night,23.091128910287665,285.12169384518234,109.11915650949784
Packaging,12.215165365918317,56.478663515844474,4326,489,Evening,29.568410926227006,551.9885603878371,59.57347511598788
Packaging,12.025813057749053,69.65016293934923,2245,342,Day,24.687757656995718,294.1679091431072,41.93781552213635
Packaging,45.32611945487328,35.52581949487331,1159,113,Evening,25.883671444857068,119.84202186502192,23.224091883221227
Packaging,43.64856582044212,98.00781360159606,3117,282,Day,15.198866851242812,285.6409233066901,205.80959587266585
Molding,28.602723627937113,95.55157241305129,1872,66,Day,26.246427932534267,148.46301825630064,64.11450203490976
Molding,41.66555924069459,95.40846526308495,2094,142,Night,26.058255617868657,352.6355659777034,237.3593468427059
Assembly,29.58365428222401,91.54943368573394,1766,326,Evening,25.938978075046045,404.8584804253187,179.1204451627733
Molding,58.4238746465305,76.22284115272109,2841,127,Evening,16.063676776374813,204.00200918364615,158.3668298272065
Molding,57.59812324209079,45.47759939239027,4223,410,Night,22.436864091086548,874.4453065397018,389.6034122289923
Molding,59.22427240995717,33.463844100246064,2816,160,Day,17.245343245509083,399.98671247525465,130.3236956125877
Packaging,44.65795122537057,36.95247453472366,621,391,Evening,21.816941674416018,466.24412011263223,127.19386452111699
Assembly,46.38206363100405,52.67947503259239,1022,357,Evening,24.213717690722824,444.7452769397005,178.59968812129875
Molding,22.429381380822548,65.27181178470498,4130,466,Night,25.390648570820424,906.0173682217082,223.68506847023124
Assembly,43.24027155959098,99.52771498293558,4304,126,Day,23.434089469528672,164.4346419329298,124.78314802323771
Molding,46.02514143380518,60.481044425621945,2755,283,Night,23.561490414753994,517.6147089743223,235.09471551709314
Molding,58.213752423747366,66.72522633439638,4853,144,Day,23.657408910523984,246.78452564931948,153.9138325240779
Packaging,32.850473137704775,78.66100730316563,1304,317,Evening,18.756598117281293,377.6681525999036,166.41744445821334
Assembly,13.406686668422253,42.651377931345735,4405,401,Evening,21.702746934624646,482.2986765054348,51.06798366300014
Packaging,33.89595564748612,95.2978901093579,3220,95,Night,28.86754036909791,109.00161970815208,57.799797851311276
Molding,44.95588454502181,67.0324224089914,1596,375,Day,31.36006079547671,913.9401641169756,467.9957904821209
Packaging,18.81284114849713,49.3379441921238,4861,431,Evening,24.5082751481331,428.1433772573204,68.86943060244774
Assembly,25.764535340509134,95.45762904371882,4968,264,Day,27.3205213383855,362.87726731695506,146.1540148806869
Assembly,33.940136562067195,73.78154329912651,428,376,Day,23.173802118960758,497.97186073803715,207.45513980180675
Assembly,24.964229492660223,63.85828118744473,4091,490,Night,22.019857677125138,642.4690827895633,169.90792790910916
Packaging,24.997908689546556,70.61091369725419,1564,325,Night,21.775779259494016,300.2018736383861,86.34082374477275
Assembly,15.323465566911896,82.38115532336587,3292,117,Day,35.947400541827946,137.7991557152403,29.58214892139042
Assembly,47.62986892310664,40.817660258506734,2134,390,Day,20.171287029833593,578.6366779846011,177.09958679454175
Packaging,40.01977537980386,90.53813014922576,3690,349,Day,28.025792207626452,335.28930996794634,200.26715970432093
Packaging,10.04973755464408,97.1654767208749,602,335,Evening,18.937104036829663,372.1921035794311,61.591844949046916
Assembly,40.62453136088661,69.68997562250522,588,458,Day,36.27703444143823,485.4096693395217,230.67778743133314
Packaging,39.59179970631435,77.75895927583187,3937,336,Night,29.813323825376283,314.1407998156079,159.06161728406414
Molding,12.467086087465102,90.18834365923686,1526,176,Day,26.099537692052074,434.5606603754571,83.89639296461775
Molding,29.7410062854607,56.236744199155034,1699,435,Day,33.40772354407834,918.7821397770817,257.4446887051587
Assembly,34.269907613021225,99.49822564176789,1934,282,Night,26.167497115042778,376.7056307295448,224.27179940169643
Packaging,28.110026074321436,77.63509585148284,4860,231,Evening,29.04395416739106,203.01764413338847,78.95258738310767
Packaging,41.11944474882029,59.67990888505875,1140,63,Night,31.090447474242694,67.26933931298328,29.695702047312054
Molding,32.42199996645283,77.41365825011391,138,151,Night,24.211825615350385,335.96424855016545,141.52000460047282
Assembly,16.15451877815348,66.51760227594055,2812,200,Night,24.973668587214277,220.58598850857,32.69768526915322
Molding,58.86794996514377,37.81491000768556,3014,374,Evening,25.588549366739926,801.34943282187,299.08925300511186
Packaging,19.681599711041862,85.7105713338523,138,229,Day,19.82704195130281,215.77544687183365,64.57929644815509
Packaging,38.70769242165329,69.50629061770525,286,428,Evening,23.3081528422598,480.8549579185429,213.499614280684
Assembly,15.726252466562878,85.70918905117222,849,227,Evening,22.629715987012094,248.1316220467604,52.56119424429013
Packaging,23.160504551357306,40.84383582572261,2931,262,Night,29.565674883938925,270.929628784999,43.16396782388297
Packaging,27.68110433721695,67.6850009760543,2509,82,Day,19.287393871268577,71.27282193099481,15.55587705950008
Assembly,17.689280181082555,83.6636990549039,4657,58,Evening,28.92130862876145,64.61904561534575,10.409886662162675
Molding,33.598059665693256,99.18131973135588,768,400,Evening,26.84849415667781,750.3129112917377,413.1399076277628
Assembly,16.28651291967,91.90780934696811,2853,313,Day,17.667751518118468,328.2003906136657,65.6842685086153
Assembly,32.36026155943561,90.50447389424475,4973,252,Day,28.464955831535963,260.9941889794242,131.5054811143174
Assembly,36.54853010080776,47.32220967024786,2149,312,Night,28.263921927166358,361.36157948881765,99.76139505753693
Molding,14.996845633344517,88.65892211963332,3646,198,Night,22.419907163978102,315.54067693789585,66.99708980088573
Packaging,44.84528484328672,41.849689428007416,4848,141,Day,24.778939670281243,164.2825967149611,47.300527644986595
Molding,20.886762482017705,43.867536518390345,281,102,Evening,20.35250372671787,187.42750309754484,20.871032961352842
Assembly,19.014497012812953,37.70817206204304,3341,64,Night,33.55426388156032,68.81077017107262,9.378354720173945
Assembly,36.453993603322516,90.0317571499651,1076,101,Night,24.385354153267727,141.0281213946051,71.00298934806868
Assembly,28.750042417376562,37.57781475159231,2454,249,Day,24.99287667603079,282.328556605778,43.26433749853036
Assembly,29.975823966842626,39.667803582150704,3023,86,Evening,25.94991579802078,107.41494727206835,24.50602879465309
Molding,18.15143925903037,47.21210050576701,2196,437,Night,27.64642287085149,955.9589376882403,135.61662106733945
Molding,50.6753194500676,70.08636863844487,1545,396,Day,27.073401823442715,822.5016299859785,478.59831863860256
Assembly,34.6821698441684,91.61261297102823,1408,128,Night,25.483434718629297,131.389805957922,64.15325408853118
Assembly,15.41528173237824,59.27597086788977,479,366,Night,23.340790539248875,367.24533205433426,54.60749890853311
Molding,29.951969617228606,68.24001644342496,1955,199,Night,26.72925292923466,340.07935580787193,114.52804382629131
Packaging,42.416397309401205,41.654257997007704,4986,482,Day,28.015175271034558,417.032868428939,126.01823336962015
Assembly,32.73420183946483,48.61620991284541,4699,85,Day,28.260282960465407,94.04373555165161,19.189198521730415
Assembly,14.345951165317219,39.374803374004244,4979,143,Evening,27.867462199016142,163.298154718791,17.549783155513435
Packaging,24.91108183157147,58.69431914069628,655,402,Night,26.019464412072914,398.24605482117454,91.42519236639252
Molding,23.649331125875257,71.32349610747346,4767,240,Night,29.08815958387448,463.0104360833355,128.07001348784638
Molding,36.838346575378864,49.88136710234179,1322,215,Night,18.731995958621162,377.17693499215807,116.87167754167186
